filename,source_url,section_label,section_index,chunk_index,chunk_text,chunk_text_tr
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_0.0_GENEL,0.0,0,"BELGE ADI: Bilgi ve İletişim Güvenliği Rehberi SÜRÜM NO: 2020 / 1.0 SÜRÜM TARİHİ: 10.07.2020 GİZLİLİK DERECESİ: Tasnif Dışı https://www.cbddo.gov.tr/bgrehber Bilgi ve İletişim Güvenliği Rehberi hakkındaki görüş ve öneriler aşağıda yer alan elektronik posta adresine iletilebilir. Elektronik Posta: bgrehber@cbddo.gov.tr Cumhurbaşkanlığı Dijital Dönüşüm Ofisi tarafından hazırlanan Bilgi ve İletişim Güvenliği Rehberi, Creative Commons Atıf 4.0 Uluslararası lisansı ile lisanslanmıştır. Lisansın bir kopyası için https://creativecommons.org/licenses/by/4.0/deed.tr bağlantısı ziyaret edilebilir. I II III SUNUŞ Günümüz dünyasında dijital teknolojilerin baş döndürücü bir hızla gelişimi, ekonomik ve sosyal hayatın yanında güvenlik tanım ve kavramlarını da etkileyerek geleceğe dönük güvenlik bakış açılarını kökten değiştirmiştir.","BELGE ADI: Bilgi ve İletişim Güvenliği Rehberi SÜRÜM NO: 2020 / 1.0 SÜRÜM TARİHİ: 10.07.2020 GİZLİLİK DERECESİ: Tasnif Dışı https://www.cbddo.gov.tr/bgrehber Bilgi ve İletişim Güvenliği Rehberi hakkındaki görüş ve öneriler aşağıda yer alan elektronik posta adresine iletilebilir. Elektronik Posta: bgrehber@cbddo.gov.tr Cumhurbaşkanlığı Dijital Dönüşüm Ofisi tarafından hazırlanan Bilgi ve İletişim Güvenliği Rehberi, Creative Commons Atıf 4.0 Uluslararası lisansı ile lisanslanmıştır. Lisansın bir kopyası için https://creativecommons.org/licenses/by/4.0/deed.tr bağlantısı ziyaret edilebilir. I II III SUNUŞ Günümüz dünyasında dijital teknolojilerin baş döndürücü bir hızla gelişimi, ekonomik ve sosyal hayatın yanında güvenlik tanım ve kavramlarını da etkileyerek geleceğe dönük güvenlik bakış açılarını kökten değiştirmiştir."
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_0.0_GENEL,0.0,1,"Toplumların hayatına yön verebilme potansiyeli bulunan verinin dijital ortama taşınmasıyla, siber tehdit ve saldırıların doğası da değişmiştir. Geçmişte daha sade yöntemler, basit amaçlar ve belirli yetkinlikte kişiler tarafından gerçekleştirilen siber saldırılar artık devletler düzeyinde, otomatize edilmiş, daha sık, karmaşık, yıkıcı, tespiti zor ve hedef odaklı olmaya başlamıştır. Son dönemde yaşanan hadiseler, ülkenin sınırlarını korumak kadar ülkenin verisinin ve dijital altyapılarının korunmasının önemini bize göstermiştir. Şüphesiz dünyanın hiçbir yerinde bu alanda yüzde yüz güvenlikten bahsetmek mümkün değildir. Ancak insan, teknoloji, organizasyon yapısı, yasal düzenleme ile ulusal ve uluslararası işbirliği boyutlarının her birinde atılacak doğru ve bilinçli adımlarla yıkıcı etkilerden korunmak mümkündür.","Toplumların hayatına yön verebilme potansiyeli bulunan verinin dijital ortama taşınmasıyla, siber tehdit ve saldırıların doğası da değişmiştir. Geçmişte daha sade yöntemler, basit amaçlar ve belirli yetkinlikte kişiler tarafından gerçekleştirilen siber saldırılar artık devletler düzeyinde, otomatize edilmiş, daha sık, karmaşık, yıkıcı, tespiti zor ve hedef odaklı olmaya başlamıştır. Son dönemde yaşanan hadiseler, ülkenin sınırlarını korumak kadar ülkenin verisinin ve dijital altyapılarının korunmasının önemini bize göstermiştir. Şüphesiz dünyanın hiçbir yerinde bu alanda yüzde yüz güvenlikten bahsetmek mümkün değildir. Ancak insan, teknoloji, organizasyon yapısı, yasal düzenleme ile ulusal ve uluslararası işbirliği boyutlarının her birinde atılacak doğru ve bilinçli adımlarla yıkıcı etkilerden korunmak mümkündür."
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_0.0_GENEL,0.0,2,"Bilgi sistemlerinde karşılaşılan güvenlik risklerinin azaltılması, etkisiz kılınması ve özellikle gizliliği, bütünlüğü veya erişilebilirliği bozulduğunda milli güvenliği tehdit edebilecek veya kamu düzeninin bozulmasına yol açabilecek kritik türdeki verilerin güvenliğinin sağlanması amacıyla, kamu kurumları ve kritik altyapı hizmeti veren işletmelerce uyulması gereken Bilgi ve İletişim Güvenliği tedbirlerini içeren, 06.07.2019 tarih ve 30823 sayılı Resmi Gazete’de yayımlanarak yürürlüğe giren 2019/12 sayılı Cumhurbaşkanlığı Genelgesi yasal düzenleme boyutunda ülke çapında bilgi güvenliği seviyesini artırmaya yönelik önemli bir adım olmuştur. Genelgenin yürürlüğe girmesini müteakiben, Dijital Dönüşüm Ofisi Başkanlığı koordinasyonunda, Bilgi ve İletişim Güvenliği Rehberi hazırlama çalışmaları başlatılmıştır.","Bilgi sistemlerinde karşılaşılan güvenlik risklerinin azaltılması, etkisiz kılınması ve özellikle gizliliği, bütünlüğü veya erişilebilirliği bozulduğunda milli güvenliği tehdit edebilecek veya kamu düzeninin bozulmasına yol açabilecek kritik türdeki verilerin güvenliğinin sağlanması amacıyla, kamu kurumları ve kritik altyapı hizmeti veren işletmelerce uyulması gereken Bilgi ve İletişim Güvenliği tedbirlerini içeren, 06.07.2019 tarih ve 30823 sayılı Resmi Gazete’de yayımlanarak yürürlüğe giren 2019/12 sayılı Cumhurbaşkanlığı Genelgesi yasal düzenleme boyutunda ülke çapında bilgi güvenliği seviyesini artırmaya yönelik önemli bir adım olmuştur. Genelgenin yürürlüğe girmesini müteakiben, Dijital Dönüşüm Ofisi Başkanlığı koordinasyonunda, Bilgi ve İletişim Güvenliği Rehberi hazırlama çalışmaları başlatılmıştır."
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_0.0_GENEL,0.0,3,"Yaklaşık 1 yıl süren çalışmalar kapsamında; 5 günlük bir çalıştay gerçekleştirilmiş, 16 Bakanlık ile 51 Kurum ve Kuruluştan 240 uzmanın katkısı alınmış, 200 saati aşan 70’in üzerinde çalışma toplantısında 2660 görüş ve öneri değerlendirilmiş, ulusal ve uluslararası yayınlar incelenmiştir. Bilgi ve iletişim güvenliği alanında ülkemize özgün ilk referans doküman olma niteliği taşıyan ve geniş bir katılımla ilgili tüm paydaşların katkısı alınarak hazırlanan Bilgi ve İletişim Güvenliği Rehberi; ihtiyaçlar, gelişen teknoloji, değişen şartlar ile ulusal politika ve stratejiler göz önünde bulundurularak güncellenmeye devam edecektir. Güçlü ekonomiler için güçlü teknolojilerin önem kazandığı çağımızda bugünden atacağımız adımlar ve alacağımız önlemler yarının dünyasında teknolojiyi takip eden değil teknolojiye yön veren bir ülke olabilmemiz için oldukça önemlidir.","Yaklaşık 1 yıl süren çalışmalar kapsamında; 5 günlük bir çalıştay gerçekleştirilmiş, 16 Bakanlık ile 51 Kurum ve Kuruluştan 240 uzmanın katkısı alınmış, 200 saati aşan 70’in üzerinde çalışma toplantısında 2660 görüş ve öneri değerlendirilmiş, ulusal ve uluslararası yayınlar incelenmiştir. Bilgi ve iletişim güvenliği alanında ülkemize özgün ilk referans doküman olma niteliği taşıyan ve geniş bir katılımla ilgili tüm paydaşların katkısı alınarak hazırlanan Bilgi ve İletişim Güvenliği Rehberi; ihtiyaçlar, gelişen teknoloji, değişen şartlar ile ulusal politika ve stratejiler göz önünde bulundurularak güncellenmeye devam edecektir. Güçlü ekonomiler için güçlü teknolojilerin önem kazandığı çağımızda bugünden atacağımız adımlar ve alacağımız önlemler yarının dünyasında teknolojiyi takip eden değil teknolojiye yön veren bir ülke olabilmemiz için oldukça önemlidir."
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_0.0_GENEL,0.0,4,"Bu bağlamda Rehber, yerli ve milli siber güvenlik ürün ve çözümlerinin kullanımının yaygınlaştırılmasını sağlayarak üretim gücümüze destek olacak, siber güvenlik alanında dünya ile rekabet edebilecek teknoloji üretebilmenin önünü açacaktır. Rehber, bilgi ve iletişim güvenliği alanındaki büyük bir boşluğu doldurmakla birlikte, siber saldırılara karşı mukavemetimizi artıracak, bilgi güvenliği ve siber güvenlikte ülke seviyesinin uluslararası arenada yükselmesinde önemli bir rol alacaktır. Bunula birlikte ulusal verimizin güvenliğine, kritik altyapı ve sistemlerimizin sürdürülebilirliğine katkı sağlayacak, milli güvenlik stratejilerimiz ve hedeflerimizi gerçekleştirmek için doğru adımlarla yol almamızı sağlayacaktır. Dr.","Bu bağlamda Rehber, yerli ve milli siber güvenlik ürün ve çözümlerinin kullanımının yaygınlaştırılmasını sağlayarak üretim gücümüze destek olacak, siber güvenlik alanında dünya ile rekabet edebilecek teknoloji üretebilmenin önünü açacaktır. Rehber, bilgi ve iletişim güvenliği alanındaki büyük bir boşluğu doldurmakla birlikte, siber saldırılara karşı mukavemetimizi artıracak, bilgi güvenliği ve siber güvenlikte ülke seviyesinin uluslararası arenada yükselmesinde önemli bir rol alacaktır. Bunula birlikte ulusal verimizin güvenliğine, kritik altyapı ve sistemlerimizin sürdürülebilirliğine katkı sağlayacak, milli güvenlik stratejilerimiz ve hedeflerimizi gerçekleştirmek için doğru adımlarla yol almamızı sağlayacaktır. Dr."
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_0.0_GENEL,0.0,5,Ali Taha KOÇ Dijital Dönüşüm Ofisi Başkanı IV V İÇİNDEKİLER Sayfa KISALTMALAR ......................................................................................................................................................... 5 TANIMLAR ............................................................................................................................................................... 7 GİRİŞ ................................................................................................................................................................. 11 Amaç ve Kapsam .................................................................................................................................. 11 Rehberin İçeriği ve Güncelleme Süreci ....................................................................................................,Ali Taha KOÇ Dijital Dönüşüm Ofisi Başkanı IV V İÇİNDEKİLER Sayfa KISALTMALAR ......................................................................................................................................................... 5 TANIMLAR ............................................................................................................................................................... 7 GİRİŞ ................................................................................................................................................................. 11 Amaç ve Kapsam .................................................................................................................................. 11 Rehberin İçeriği ve Güncelleme Süreci ....................................................................................................
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_0.0_GENEL,0.0,6,12 Rehber Uyum Planı ............................................................................................................................... 13 Planlama ............................................................................................................................................. 21,12 Rehber Uyum Planı ............................................................................................................................... 13 Planlama ............................................................................................................................................. 21
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_2.1.4_Rehber_Uygulama_Yol_Haritasının_Hazırlanması_29,1.0,0,Uygulama ............................................................................................................................................ 30,Uygulama ............................................................................................................................................ 30
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_2.2.1_Bilgi_ve_İletişim_Güvenliği_Temel_Prensipleri_30,2.0,0,Kontrol Etme ve Önlem Alma ................................................................................................................. 31,Kontrol Etme ve Önlem Alma ................................................................................................................. 31
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_2.3.2_Bilgi_ve_İletişim_Güvenliği_Denetimi_31,3.0,0,Değişiklik Yönetimi .............................................................................................................................. 32,Değişiklik Yönetimi .............................................................................................................................. 32
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_2.4.2_Varlık_Gruplarının_Değişikliklerinin_Yönetilmesi_32,4.0,0,VARLIK GRUPLARINA YÖNELİK GÜVENLİK TEDBİRLERİ ......................................................................................... 35 Ağ ve Sistem Güvenliği .......................................................................................................................... 35,VARLIK GRUPLARINA YÖNELİK GÜVENLİK TEDBİRLERİ ......................................................................................... 35 Ağ ve Sistem Güvenliği .......................................................................................................................... 35
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_3.1.14_Uzaktan_Çalışma_79,5.0,0,Uygulama ve Veri Güvenliği ................................................................................................................... 84,Uygulama ve Veri Güvenliği ................................................................................................................... 84
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_3.2.11_Dış_Sistem_Entegrasyonlarının_Güvenliği_111,6.0,0,Taşınabilir Cihaz ve Ortam Güvenliği .................................................................................................... 114,Taşınabilir Cihaz ve Ortam Güvenliği .................................................................................................... 114
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_3.3.3_Taşınabilir_Ortam_Güvenliği_CD_DVD_Taşınabilir_Bellek_Ortamları_120,7.0,0,Nesnelerin İnterneti (IoT) Cihazlarının Güvenliği ................................................................................... 121,Nesnelerin İnterneti (IoT) Cihazlarının Güvenliği ................................................................................... 121
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_3.4.5_Diğer_Güvenlik_Tedbirleri_126,8.0,0,Personel Güvenliği ............................................................................................................................. 128,Personel Güvenliği ............................................................................................................................. 128
bg_rehber.pdf,https://www.cbddo.gov.tr/bgrehber,BIG_3.5.3_Tedarikçi_İlişkileri_Güvenliği_132,9.0,0,Fiziksel Mekânların Güvenliği .............................................................................................................. 134,Fiziksel Mekânların Güvenliği .............................................................................................................. 134
